PHZadded,treatment,reactor,run,echem_from_swv,rep,minutes_from_swv,E_from_maxs_from_swv,PHZaddedInt,electrode_from_swv,current_from_maxs_from_swv,max_current_from_swv,E_from_mins_from_swv,current_from_mins_from_swv,min_current_from_swv,signal_from_swv,echem_from_gc,minutes_from_gc,E_from_maxs_from_gc,t_from_maxs,electrode_from_gc,current_from_maxs_from_gc,max_current_from_gc,E_from_mins_from_gc,t_from_mins,current_from_mins_from_gc,min_current_from_gc,signal_from_gc
75uM,control,soak,1,SWV,0,902.6666666666666,-0.271,75,i1,6.0138655e-6,6.0138655e-6,-0.004,2.049312e-7,2.049312e-7,5.8089343e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,1,SWV,1,903.5,-0.269,75,i1,5.9373651e-6,5.9373651e-6,-0,2.1222014e-7,2.1222014e-7,5.72514496e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,2,SWV,0,1094,-0.27,75,i1,5.2521887e-6,5.2521887e-6,-0.043,1.8144829e-7,1.8144829e-7,5.07074041e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,3,SWV,0,1155.4666666666667,-0.273,75,i1,4.6337836e-6,4.6337836e-6,-0.006,1.8867127e-7,1.8867127e-7,4.4451123300000005e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,3,SWV,0,1155.4666666666667,-0.273,75,i1,4.6337836e-6,4.6337836e-6,-0.042,1.8867127e-7,1.8867127e-7,4.4451123300000005e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,1,SWV,0,908.9166666666666,-0.269,75,i1,4.6338e-6,4.6338e-6,-0.002,2.0940021e-7,2.0940021e-7,4.42439979e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,1,SWV,9,945.2166666666667,-0.241,75,i1,8.5640039e-7,8.5640039e-7,-0.01,1.7694632e-7,1.7694632e-7,6.794540700000001e-7,GC,944.8833333333333,-0.41,170.33307,i2,9.3501704e-9,9.3501704e-9,-0.225,108.66691,4.6366977e-9,4.6366977e-9,4.713472700000001e-9
75uM,control,transfer,1,SWV,10,949.2,-0.242,75,i1,8.3961277e-7,8.3961277e-7,-0.011,1.7623719e-7,1.7623719e-7,6.6337558e-7,GC,948.9333333333333,-0.41,170.33307,i2,8.1629752e-9,8.1629752e-9,-0.219,106.66689,4.3823558e-9,4.3823558e-9,3.7806194e-9
75uM,control,transfer,1,SWV,1,913.2166666666667,-0.258,75,i1,1.4806102e-6,1.4806102e-6,-0.003,1.9190347e-7,1.9190347e-7,1.2887067300000001e-6,GC,912.8,-0.391,163.99983,i2,7.3539141e-8,7.3539141e-8,-0.175,92.000114,9.5674473e-9,9.5674473e-9,6.39716937e-8
75uM,control,transfer,1,SWV,2,917.3833333333333,-0.254,75,i1,1.2474468e-6,1.2474468e-6,-0.011,1.8481242e-7,1.8481242e-7,1.06263438e-6,GC,917.1166666666667,-0.41,170.33307,i2,3.682117e-8,3.682117e-8,-0.175,92.000114,8.4005416e-9,8.4005416e-9,2.8420628399999998e-8
75uM,control,transfer,1,SWV,3,921.55,-0.252,75,i1,1.1507777e-6,1.1507777e-6,-0.033,1.6060392e-7,1.6060392e-7,9.9017378e-7,GC,920.9333333333333,-0.41,170.33307,i2,2.0085409e-8,2.0085409e-8,-0.191,97.333488,7.020434e-9,7.020434e-9,1.3064974999999999e-8
75uM,control,transfer,1,SWV,4,925.3333333333334,-0.251,75,i1,1.0760577e-6,1.0760577e-6,-0.001,1.3684068e-7,1.3684068e-7,9.392170200000001e-7,GC,925.0666666666667,-0.408,169.66641,i2,2.2121903e-8,2.2121903e-8,-0.182,94.333466,6.3300201e-9,6.3300201e-9,1.57918829e-8
75uM,control,transfer,1,SWV,5,929.1666666666666,-0.264,75,i1,1.0299001e-6,1.0299001e-6,-0.014,1.4962104e-7,1.4962104e-7,8.8027906e-7,GC,928.85,-0.41,170.33307,i2,1.5753212e-8,1.5753212e-8,-0.191,97.333488,5.6591776e-9,5.6591776e-9,1.00940344e-8
75uM,control,transfer,1,SWV,6,933.2833333333333,-0.251,75,i1,9.6355757e-7,9.6355757e-7,-0.009,1.6345683e-7,1.6345683e-7,8.0010074e-7,GC,932.7166666666667,-0.409,169.99974,i2,1.2593667e-8,1.2593667e-8,-0.206,102.33353,5.2997917e-9,5.2997917e-9,7.2938753e-9
75uM,control,transfer,1,SWV,7,937.0666666666667,-0.257,75,i1,9.4386758e-7,9.4386758e-7,-0,1.5831171e-7,1.5831171e-7,7.8555587e-7,GC,936.8333333333334,-0.409,169.99974,i2,1.0908254e-8,1.0908254e-8,-0.201,100.66685,4.9833822e-9,4.9833822e-9,5.924871800000001e-9
75uM,control,transfer,1,SWV,7,937.0666666666667,-0.257,75,i1,9.4386758e-7,9.4386758e-7,-0.015,1.5831171e-7,1.5831171e-7,7.8555587e-7,GC,936.8333333333334,-0.409,169.99974,i2,1.0908254e-8,1.0908254e-8,-0.201,100.66685,4.9833822e-9,4.9833822e-9,5.924871800000001e-9
75uM,control,transfer,1,SWV,8,940.9166666666666,-0.246,75,i1,8.9210295e-7,8.9210295e-7,-0.003,1.7745752e-7,1.7745752e-7,7.1464543e-7,GC,940.6333333333333,-0.409,169.99974,i2,9.9326645e-9,9.9326645e-9,-0.216,105.66689,4.6164876e-9,4.6164876e-9,5.3161768999999996e-9
75uM,control,transfer,2,SWV,0,1097.0166666666667,-0.27,75,i1,3.4422901e-6,3.4422901e-6,-0.034,1.7938694e-7,1.7938694e-7,3.26290316e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,2,SWV,9,1124.9,-0.243,75,i1,7.0809858e-7,7.0809858e-7,-0.029,1.6728271e-7,1.6728271e-7,5.408158699999999e-7,GC,1124.6333333333334,-0.393,131.33366,i2,8.0914813e-9,8.0914813e-9,-0.233,78.000008,4.4893964e-9,4.4893964e-9,3.6020849000000004e-9
75uM,control,transfer,2,SWV,10,1127.6166666666666,-0.249,75,i1,7.0217834e-7,7.0217834e-7,-0.013,1.7351621e-7,1.7351621e-7,5.2866213e-7,GC,1127.3666666666666,-0.399,133.33363,i2,7.5470101e-9,7.5470101e-9,-0.23,77,4.1759427e-9,4.1759427e-9,3.371067399999999e-9
75uM,control,transfer,2,SWV,11,1130.2666666666667,-0.242,75,i1,6.9307544e-7,6.9307544e-7,-0.03,1.6593044e-7,1.6593044e-7,5.27145e-7,GC,1130.0166666666667,-0.399,133.33363,i2,6.9044463e-9,6.9044463e-9,-0.222,74.333313,3.8116843e-9,3.8116843e-9,3.092762e-9
75uM,control,transfer,2,SWV,12,1132.95,-0.257,75,i1,6.8882082e-7,6.8882082e-7,-0.031,1.6248387e-7,1.6248387e-7,5.2633695e-7,GC,1132.6833333333334,-0.399,133.33363,i2,6.6644028e-9,6.6644028e-9,-0.227,75.999992,3.6418568e-9,3.6418568e-9,3.0225460000000005e-9
75uM,control,transfer,2,SWV,13,1136.4333333333334,-0.252,75,i1,6.8108665e-7,6.8108665e-7,-0.009,1.6827215e-7,1.6827215e-7,5.128145e-7,GC,1136.0666666666666,-0.398,133.00031,i2,6.5857999e-9,6.5857999e-9,-0.23,77,4.0461359e-9,4.0461359e-9,2.5396640000000003e-9
75uM,control,transfer,2,SWV,14,1139.2833333333333,-0.245,75,i1,6.7869547e-7,6.7869547e-7,-0.038,1.6629326e-7,1.6629326e-7,5.1240221e-7,GC,1138.9,-0.399,133.33363,i2,5.935247e-9,5.935247e-9,-0.238,79.666687,3.5276264e-9,3.5276264e-9,2.4076206e-9
75uM,control,transfer,2,SWV,15,1142.05,-0.251,75,i1,6.8032807e-7,6.8032807e-7,-0.02,1.6469365e-7,1.6469365e-7,5.1563442e-7,GC,1141.7666666666667,-0.395,132.00032,i2,5.6058167e-9,5.6058167e-9,-0.236,79.000015,3.3334353e-9,3.3334353e-9,2.2723814e-9
75uM,control,transfer,2,SWV,1,1100.6833333333334,-0.265,75,i1,1.0806093e-6,1.0806093e-6,-0.039,1.6690342e-7,1.6690342e-7,9.1370588e-7,GC,1100.3333333333333,-0.39,163.6665,i2,5.6912338e-8,5.6912338e-8,-0.185,95.333473,9.8840962e-9,9.8840962e-9,4.7028241800000004e-8
75uM,control,transfer,2,SWV,2,1103.9,-0.258,75,i1,8.8318143e-7,8.8318143e-7,-0.001,1.6083479e-7,1.6083479e-7,7.2234664e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,2,SWV,3,1107.4166666666667,-0.255,75,i1,8.2049985e-7,8.2049985e-7,-0.029,1.6213757e-7,1.6213757e-7,6.5836228e-7,GC,1107.1333333333334,-0.398,166.33313,i2,1.9154873e-8,1.9154873e-8,-0.195,98.666832,5.4032383e-9,5.4032383e-9,1.37516347e-8
75uM,control,transfer,2,SWV,4,1110.4166666666667,-0.259,75,i1,7.8672667e-7,7.8672667e-7,-0.021,1.6294561e-7,1.6294561e-7,6.2378106e-7,GC,1110.1333333333334,-0.399,133.33363,i2,1.6160046e-8,1.6160046e-8,-0.217,72.666634,6.3358518e-9,6.3358518e-9,9.824194199999998e-9
75uM,control,transfer,2,SWV,5,1113.3166666666666,-0.256,75,i1,7.5369564e-7,7.5369564e-7,-0.018,1.6381964e-7,1.6381964e-7,5.89876e-7,GC,1113.0666666666666,-0.399,133.33363,i2,1.2789298e-8,1.2789298e-8,-0.224,74.999985,5.8640732e-9,5.8640732e-9,6.9252248000000005e-9
75uM,control,transfer,2,SWV,6,1116.3833333333334,-0.251,75,i1,7.3553929e-7,7.3553929e-7,-0.029,1.6957492e-7,1.6957492e-7,5.6596437e-7,GC,1116.1166666666666,-0.398,133.00031,i2,1.1339932e-8,1.1339932e-8,-0.23,77,5.5632401e-9,5.5632401e-9,5.7766919000000004e-9
75uM,control,transfer,2,SWV,7,1119.3,-0.248,75,i1,7.1339207e-7,7.1339207e-7,-0.01,1.6485855e-7,1.6485855e-7,5.4853352e-7,GC,1118.8833333333334,-0.397,132.66698,i2,9.8237063e-9,9.8237063e-9,-0.229,76.666664,4.9908113e-9,4.9908113e-9,4.832895e-9
75uM,control,transfer,2,SWV,8,1122.1166666666666,-0.248,75,i1,7.2097788e-7,7.2097788e-7,-0.001,1.6919563e-7,1.6919563e-7,5.517822499999999e-7,GC,1121.8333333333333,-0.399,133.33363,i2,8.8637737e-9,8.8637737e-9,-0.227,75.999992,4.8436699e-9,4.8436699e-9,4.0201038e-9
75uM,control,transfer,3,SWV,0,1159.2,-0.27,75,i1,2.6031391e-6,2.6031391e-6,-0.034,1.7490146000000001e-07,1.7490146000000001e-07,2.42823764e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,3,SWV,9,1184.1,-0.239,75,i1,6.4086555e-7,6.4086555e-7,-0.029,1.6411647e-7,1.6411647e-7,4.767490800000001e-7,GC,1183.8333333333333,-0.398,133.00031,i2,4.1048485e-9,4.1048485e-9,-0.225,75.333321,2.0918411e-9,2.0918411e-9,2.0130074e-9
75uM,control,transfer,3,SWV,10,1186.85,-0.251,75,i1,6.3905156e-7,6.3905156e-7,-0.029,1.6556766e-7,1.6556766e-7,4.734839e-7,GC,1186.5666666666666,-0.399,133.33363,i2,3.9858254e-9,3.9858254e-9,-0.231,77.333336,2.1086162e-9,2.1086162e-9,1.8772091999999997e-9
75uM,control,transfer,3,SWV,11,1189.5833333333333,-0.245,75,i1,6.4599419e-7,6.4599419e-7,-0.004,1.6632623e-7,1.6632623e-7,4.796679600000001e-7,GC,1189.2833333333333,-0.398,133.00031,i2,3.7004095e-9,3.7004095e-9,-0.238,79.666687,2.0699538e-9,2.0699538e-9,1.6304557e-9
75uM,control,transfer,3,SWV,12,1192.3166666666666,-0.242,75,i1,6.3323029e-7,6.3323029e-7,-0.011,1.6860196e-7,1.6860196e-7,4.6462833000000003e-7,GC,1192.0333333333333,-0.397,132.66698,i2,3.5425645e-9,3.5425645e-9,-0.236,79.000015,2.0343267e-9,2.0343267e-9,1.5082377999999999e-9
75uM,control,transfer,3,SWV,13,1195.4,-0.245,75,i1,6.3362609e-7,6.3362609e-7,-0.038,1.6297861e-7,1.6297861e-7,4.7064748000000007e-7,GC,1194.9833333333333,-0.399,133.33363,i2,3.5288248e-9,3.5288248e-9,-0.241,80.666695,2.1171636e-9,2.1171636e-9,1.4116612e-9
75uM,control,transfer,3,SWV,14,1198.0833333333333,-0.252,75,i1,6.3017956e-7,6.3017956e-7,-0.002,1.6970685e-7,1.6970685e-7,4.6047271e-7,GC,1197.8166666666666,-0.398,133.00031,i2,3.1996339e-9,3.1996339e-9,-0.226,75.666656,1.7841386e-9,1.7841386e-9,1.4154953e-9
75uM,control,transfer,3,SWV,15,1200.8,-0.23,75,i1,6.3045991e-7,6.3045991e-7,-0.04,1.6096672e-7,1.6096672e-7,4.6949319e-7,GC,1200.5166666666667,-0.399,133.33363,i2,3.0416292e-9,3.0416292e-9,-0.244,81.666702,1.7780677e-9,1.7780677e-9,1.2635615000000002e-9
75uM,control,transfer,3,SWV,1,1162.1166666666666,-0.264,75,i1,8.6424996e-7,8.6424996e-7,-0.021,1.7204854e-7,1.7204854e-7,6.9220142e-7,GC,1161.85,-0.39,130.33368,i2,4.0949512e-8,4.0949512e-8,-0.193,64.666573,7.0111676e-9,7.0111676e-9,3.39383444e-8
75uM,control,transfer,3,SWV,2,1164.9333333333334,-0.255,75,i1,7.2335257e-7,7.2335257e-7,-0.029,1.6936055e-7,1.6936055e-7,5.5399202e-7,GC,1164.6,-0.392,131.00034,i2,1.6605304e-8,1.6605304e-8,-0.209,69.999947,4.0624313e-9,4.0624313e-9,1.25428727e-8
75uM,control,transfer,3,SWV,3,1167.8,-0.252,75,i1,6.7574359e-7,6.7574359e-7,-0.014,1.6522137e-7,1.6522137e-7,5.1052222e-7,GC,1167.3833333333334,-0.399,133.33363,i2,1.1143424e-8,1.1143424e-8,-0.223,74.666649,3.2052261e-9,3.2052261e-9,7.9381979e-9
75uM,control,transfer,3,SWV,4,1170.4666666666667,-0.262,75,i1,6.8360976e-7,6.8360976e-7,-0.036,1.5062699e-7,1.5062699e-7,5.3298277e-7,GC,1170.2,-0.397,132.66698,i2,8.2675395e-9,8.2675395e-9,-0.22,73.666641,2.6332763e-9,2.6332763e-9,5.6342632000000005e-9
75uM,control,transfer,3,SWV,5,1173.1166666666666,-0.233,75,i1,6.6955954e-7,6.6955954e-7,-0.038,1.5918572e-7,1.5918572e-7,5.1037382e-7,GC,1172.8666666666666,-0.396,132.33365,i2,6.4979306e-9,6.4979306e-9,-0.242,81.000031,2.565457e-9,2.565457e-9,3.9324736000000005e-9
75uM,control,transfer,3,SWV,6,1175.8,-0.242,75,i1,6.5915384e-7,6.5915384e-7,-0.006,1.6644167e-7,1.6644167e-7,4.927121700000001e-7,GC,1175.5333333333333,-0.399,133.33363,i2,5.618598e-9,5.618598e-9,-0.228,76.333328,2.2575948e-9,2.2575948e-9,3.3610031999999997e-09
75uM,control,transfer,3,SWV,7,1178.6,-0.242,75,i1,6.5422307e-7,6.5422307e-7,-0.016,1.6314351e-7,1.6314351e-7,4.9107956e-7,GC,1178.3166666666666,-0.399,133.33363,i2,5.2963571e-9,5.2963571e-9,-0.229,76.666664,2.4858156e-9,2.4858156e-9,2.8105414999999997e-9
75uM,control,transfer,3,SWV,8,1181.3833333333334,-0.245,75,i1,6.4195399e-7,6.4195399e-7,-0.011,1.6467716e-7,1.6467716e-7,4.7727683e-7,GC,1181.0666666666666,-0.398,133.00031,i2,4.5771062e-9,4.5771062e-9,-0.231,77.333336,2.2798017e-9,2.2798017e-9,2.2973045e-9
75uM,control,soak,1,SWV,0,902.6666666666666,-0.358,75,i2,6.5629933e-6,6.5629933e-6,-0.014,8.8502838e-7,8.8502838e-7,5.67796492e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,1,SWV,1,903.5,-0.265,75,i2,7.1138188e-6,7.1138188e-6,-0.002,9.1182596e-7,9.1182596e-7,6.2019928399999995e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,2,SWV,0,1094,-0.275,75,i2,4.6388959e-6,4.6388959e-6,-0.051,4.5094097e-7,4.5094097e-7,4.187954929999999e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,soak,3,SWV,0,1155.4666666666667,-0.276,75,i2,3.5995133e-6,3.5995133e-6,-0.069,3.2989851e-7,3.2989851e-7,3.26961479e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,1,SWV,0,908.9166666666666,-0.267,75,i2,5.9826325e-6,5.9826325e-6,-0.028,8.8323088e-7,8.8323088e-7,5.09940162e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,1,SWV,9,945.2166666666667,-0.342,75,i2,2.8158208e-6,2.8158208e-6,-0.014,6.3905156e-7,6.3905156e-7,2.17676924e-6,GC,944.8833333333333,-0.41,170.33307,i2,9.3501704e-9,9.3501704e-9,-0.225,108.66691,4.6366977e-9,4.6366977e-9,4.713472700000001e-9
75uM,control,transfer,1,SWV,10,949.2,-0.331,75,i2,2.7588453e-6,2.7588453e-6,-0.011,6.4144274e-7,6.4144274e-7,2.1174025600000002e-6,GC,948.9333333333333,-0.41,170.33307,i2,8.1629752e-9,8.1629752e-9,-0.219,106.66689,4.3823558e-9,4.3823558e-9,3.7806194e-9
75uM,control,transfer,1,SWV,1,913.2166666666667,-0.285,75,i2,3.5359578e-6,3.5359578e-6,-0.03,7.5740604e-7,7.5740604e-7,2.77855176e-6,GC,912.8,-0.391,163.99983,i2,7.3539141e-8,7.3539141e-8,-0.175,92.000114,9.5674473e-9,9.5674473e-9,6.39716937e-8
75uM,control,transfer,1,SWV,2,917.3833333333333,-0.316,75,i2,3.6049553e-6,3.6049553e-6,-0.015,6.9879775e-7,6.9879775e-7,2.9061575499999998e-6,GC,917.1166666666667,-0.41,170.33307,i2,3.682117e-8,3.682117e-8,-0.175,92.000114,8.4005416e-9,8.4005416e-9,2.8420628399999998e-8
75uM,control,transfer,1,SWV,3,921.55,-0.317,75,i2,3.6670926e-6,3.6670926e-6,-0.015,6.6126472e-7,6.6126472e-7,3.00582788e-6,GC,920.9333333333333,-0.41,170.33307,i2,2.0085409e-8,2.0085409e-8,-0.191,97.333488,7.020434e-9,7.020434e-9,1.3064974999999999e-8
75uM,control,transfer,1,SWV,4,925.3333333333334,-0.333,75,i2,3.5566372e-6,3.5566372e-6,-0.011,6.3784773e-7,6.3784773e-7,2.91878947e-6,GC,925.0666666666667,-0.408,169.66641,i2,2.2121903e-8,2.2121903e-8,-0.182,94.333466,6.3300201e-9,6.3300201e-9,1.57918829e-8
75uM,control,transfer,1,SWV,5,929.1666666666666,-0.34,75,i2,3.4311424e-6,3.4311424e-6,-0.017,6.6401867e-7,6.6401867e-7,2.76712373e-6,GC,928.85,-0.41,170.33307,i2,1.5753212e-8,1.5753212e-8,-0.191,97.333488,5.6591776e-9,5.6591776e-9,1.00940344e-8
75uM,control,transfer,1,SWV,6,933.2833333333333,-0.347,75,i2,3.415641e-6,3.415641e-6,-0.031,6.5191443e-7,6.5191443e-7,2.76372657e-6,GC,932.7166666666667,-0.409,169.99974,i2,1.2593667e-8,1.2593667e-8,-0.206,102.33353,5.2997917e-9,5.2997917e-9,7.2938753e-9
75uM,control,transfer,1,SWV,7,937.0666666666667,-0.336,75,i2,3.1925038e-6,3.1925038e-6,-0.009,6.2435822e-7,6.2435822e-7,2.56814558e-6,GC,936.8333333333334,-0.409,169.99974,i2,1.0908254e-8,1.0908254e-8,-0.201,100.66685,4.9833822e-9,4.9833822e-9,5.924871800000001e-9
75uM,control,transfer,1,SWV,8,940.9166666666666,-0.335,75,i2,3.0495617e-6,3.0495617e-6,-0.011,6.4759382e-7,6.4759382e-7,2.40196788e-6,GC,940.6333333333333,-0.409,169.99974,i2,9.9326645e-9,9.9326645e-9,-0.216,105.66689,4.6164876e-9,4.6164876e-9,5.3161768999999996e-9
75uM,control,transfer,2,SWV,0,1097.0166666666667,-0.271,75,i2,3.276343e-6,3.276343e-6,-0.06,3.3502715e-7,3.3502715e-7,2.94131585e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
