PHZadded,treatment,reactor,run,echem_from_swv,rep,minutes_from_swv,E_from_maxs_from_swv,PHZaddedInt,electrode_from_swv,current_from_maxs_from_swv,max_current_from_swv,E_from_mins_from_swv,current_from_mins_from_swv,min_current_from_swv,signal_from_swv,echem_from_gc,minutes_from_gc,E_from_maxs_from_gc,t_from_maxs,electrode_from_gc,current_from_maxs_from_gc,max_current_from_gc,E_from_mins_from_gc,t_from_mins,current_from_mins_from_gc,min_current_from_gc,signal_from_gc
75uM,psoralen,transfer,3,SWV,10,1203.7833333333333,-0.214,75,i1,7.845241e-7,7.845241e-7,-0.041,4.9844965e-7,4.9844965e-7,2.8607445000000007e-7,GC,1203.55,-0.398,133.00031,i2,9.074812e-9,9.074812e-9,-0.216,72.333298,5.4873497e-9,5.4873497e-9,3.5874622999999994e-9
75uM,psoralen,transfer,3,SWV,11,1206.4333333333334,-0.219,75,i1,7.6958656e-7,7.6958656e-7,-0.042,5.0203965e-7,5.0203965e-7,2.6754691e-7,GC,1206.2166666666667,-0.399,133.33363,i2,8.1332434e-9,8.1332434e-9,-0.217,72.666634,5.1901181e-9,5.1901181e-9,2.9431253000000005e-9
75uM,psoralen,transfer,3,SWV,12,1209.15,-0.222,75,i1,7.5608398e-7,7.5608398e-7,-0.04,5.0051523e-7,5.0051523e-7,2.5556874999999997e-7,GC,1208.9,-0.399,133.33363,i2,7.0602546e-9,7.0602546e-9,-0.221,73.999977,4.9489057e-9,4.9489057e-9,2.1113489000000002e-9
75uM,psoralen,transfer,3,SWV,13,1211.9,-0.21,75,i1,7.5484854e-7,7.5484854e-7,-0.032,5.0267397e-7,5.0267397e-7,2.5217456999999997e-7,GC,1211.5833333333333,-0.399,133.33363,i2,7.6002351e-9,7.6002351e-9,-0.221,73.999977,4.9673421e-9,4.9673421e-9,2.632893000000001e-9
75uM,psoralen,transfer,3,SWV,14,1214.5,-0.217,75,i1,7.4020079e-7,7.4020079e-7,-0.039,5.0086493e-7,5.0086493e-7,2.3933586000000004e-7,GC,1214.3,-0.399,133.33363,i2,6.6095032e-9,6.6095032e-9,-0.223,74.666649,4.6792104e-9,4.6792104e-9,1.9302927999999996e-9
75uM,psoralen,transfer,3,SWV,15,1217.3,-0.214,75,i1,7.3822105e-7,7.3822105e-7,-0.056,5.0689465e-7,5.0689465e-7,2.3132639999999996e-7,GC,1216.95,-0.398,133.00031,i2,6.7361952e-9,6.7361952e-9,-0.225,75.333321,4.7002473e-9,4.7002473e-9,2.0359479e-9
75uM,psoralen,transfer,3,SWV,1,1179.6,-0.216,75,i1,1.5514854e-6,1.5514854e-6,-0.024,5.0853811e-7,5.0853811e-7,1.04294729e-6,GC,1179.35,-0.39,130.33368,i2,8.197776e-8,8.197776e-8,-0.185,61.999908,1.5784684e-8,1.5784684e-8,6.6193076e-8
75uM,psoralen,transfer,3,SWV,1,1179.6,-0.216,75,i1,1.5514854e-6,1.5514854e-6,-0.024,5.0853811e-7,5.0853811e-7,1.04294729e-6,GC,1179.35,-0.39,130.33368,i2,8.197776e-8,8.197776e-8,-0.186,62.333241,1.5784684e-8,1.5784684e-8,6.6193076e-8
75uM,psoralen,transfer,3,SWV,2,1182.3833333333334,-0.217,75,i1,1.1671291e-6,1.1671291e-6,-0.039,5.0437581e-7,5.0437581e-7,6.627532899999999e-7,GC,1182.05,-0.39,130.33368,i2,3.9373532e-8,3.9373532e-8,-0.196,65.66658,9.9512611e-9,9.9512611e-9,2.9422270900000002e-8
75uM,psoralen,transfer,3,SWV,3,1185.05,-0.217,75,i1,1.0551709e-6,1.0551709e-6,-0.04,5.0675567e-7,5.0675567e-7,5.4841523e-7,GC,1184.8333333333333,-0.39,130.33368,i2,2.7150515e-8,2.7150515e-8,-0.199,66.666588,8.2569818e-9,8.2569818e-9,1.88935332e-8
75uM,psoralen,transfer,3,SWV,3,1185.05,-0.217,75,i1,1.0551709e-6,1.0551709e-6,-0.04,5.0675567e-7,5.0675567e-7,5.4841523e-7,GC,1184.8333333333333,-0.39,130.33368,i2,2.7150515e-8,2.7150515e-8,-0.2,66.999924,8.2569818e-9,8.2569818e-9,1.88935332e-8
75uM,psoralen,transfer,3,SWV,4,1187.75,-0.215,75,i1,9.6746101e-7,9.6746101e-7,-0.032,5.0395442e-7,5.0395442e-7,4.6350659000000007e-7,GC,1187.5166666666667,-0.399,133.33363,i2,1.9387272e-8,1.9387272e-8,-0.202,67.666595,7.5151441e-9,7.5151441e-9,1.1872127900000001e-8
75uM,psoralen,transfer,3,SWV,5,1190.4166666666667,-0.214,75,i1,9.0863784e-7,9.0863784e-7,-0.041,5.0557497e-7,5.0557497e-7,4.0306287e-7,GC,1190.1833333333334,-0.39,130.33368,i2,1.6799525e-8,1.6799525e-8,-0.206,68.999939,6.8003687e-9,6.8003687e-9,9.9991563e-9
75uM,psoralen,transfer,3,SWV,6,1193.0666666666666,-0.217,75,i1,8.5739254e-7,8.5739254e-7,-0.029,5.0809973e-7,5.0809973e-7,3.4929280999999995e-7,GC,1192.85,-0.39,130.33368,i2,1.316999e-8,1.316999e-8,-0.21,70.333282,6.1729328e-9,6.1729328e-9,6.9970572e-9
75uM,psoralen,transfer,3,SWV,7,1195.75,-0.213,75,i1,8.2391034e-7,8.2391034e-7,-0.039,5.0559566e-7,5.0559566e-7,3.1831468e-7,GC,1195.5,-0.399,133.33363,i2,1.0911385e-8,1.0911385e-8,-0.213,71.33329,5.8214544e-9,5.8214544e-9,5.0899306e-9
75uM,psoralen,transfer,3,SWV,7,1195.75,-0.213,75,i1,8.2391034e-7,8.2391034e-7,-0.039,5.0559566e-7,5.0559566e-7,3.1831468e-7,GC,1195.5,-0.399,133.33363,i2,1.0911385e-8,1.0911385e-8,-0.215,71.999962,5.8214544e-9,5.8214544e-9,5.0899306e-9
75uM,psoralen,transfer,3,SWV,8,1198.4833333333333,-0.217,75,i1,8.0570732e-7,8.0570732e-7,-0.035,5.0093661e-7,5.0093661e-7,3.047707100000001e-7,GC,1198.25,-0.399,133.33363,i2,1.0371049e-8,1.0371049e-8,-0.216,72.333298,5.5209139e-9,5.5209139e-9,4.8501351e-9
75uM,psoralen,soak,1,SWV,0,929.9833333333333,-0.22,75,i2,7.6017777e-6,7.6017777e-6,-0.006,4.442407e-7,4.442407e-7,7.157537e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,soak,1,SWV,1,938.4166666666666,-0.226,75,i2,5.4687507e-6,5.4687507e-6,-0,5.2264943e-7,5.2264943e-7,4.9461012700000005e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,soak,2,SWV,0,1111.7166666666667,-0.221,75,i2,5.211542e-6,5.211542e-6,-0,4.8024089e-7,4.8024089e-7,4.73130111e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,soak,3,SWV,0,1173.8666666666666,-0.22,75,i2,4.3527129e-6,4.3527129e-6,-0.002,4.5583283e-7,4.5583283e-7,3.89688007e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,transfer,1,SWV,0,952.2166666666667,-0.217,75,i2,6.4818787e-6,6.4818787e-6,-0.001,4.8004858e-7,4.8004858e-7,6.00183012e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,transfer,1,SWV,9,987.3833333333333,-0.316,75,i2,1.0290277e-5,1.0290277e-5,-0.001,5.1361457e-7,5.1361457e-7,9.776662430000001e-6,GC,987.1333333333333,-0.393,164.66649,i2,1.7282069e-8,1.7282069e-8,-0.187,96.000145,8.2114813e-9,8.2114813e-9,9.070587700000002e-9
75uM,psoralen,transfer,1,SWV,10,991.1666666666666,-0.313,75,i2,9.872474e-6,9.872474e-6,-0,5.0871984e-7,5.0871984e-7,9.36375416e-6,GC,990.95,-0.39,163.6665,i2,1.4343907e-8,1.4343907e-8,-0.182,94.333466,7.3163586e-9,7.3163586e-9,7.027548399999999e-9
75uM,psoralen,transfer,1,SWV,1,956.2333333333333,-0.321,75,i2,1.0842106e-5,1.0842106e-5,-0.002,6.1350244e-7,6.1350244e-7,1.022860356e-5,GC,955.9166666666666,-0.39,163.6665,i2,1.9214184e-7,1.9214184e-7,-0.162,87.666748,2.4686742e-8,2.4686742e-8,1.67455098e-7
75uM,psoralen,transfer,1,SWV,2,960.1833333333333,-0.314,75,i2,1.2916104e-5,1.2916104e-5,-0,6.0585927e-7,6.0585927e-7,1.231024473e-5,GC,959.9166666666666,-0.39,163.6665,i2,8.5081965e-8,8.5081965e-8,-0.173,91.333443,1.7496218e-8,1.7496218e-8,6.7585747e-8
75uM,psoralen,transfer,1,SWV,3,964.0833333333334,-0.316,75,i2,1.2471713e-5,1.2471713e-5,-0.001,5.656234e-7,5.656234e-7,1.19060896e-5,GC,963.8833333333333,-0.39,163.6665,i2,5.391389e-8,5.391389e-8,-0.177,92.666786,1.3713871e-8,1.3713871e-8,4.0200019e-8
75uM,psoralen,transfer,1,SWV,4,968.1,-0.315,75,i2,1.1993989e-5,1.1993989e-5,-0.002,5.5266713e-7,5.5266713e-7,1.144132187e-5,GC,967.9,-0.391,163.99983,i2,3.7373511e-8,3.7373511e-8,-0.186,95.666809,1.2629775e-8,1.2629775e-8,2.4743736e-8
75uM,psoralen,transfer,1,SWV,5,971.9166666666666,-0.315,75,i2,1.1194632e-5,1.1194632e-5,-0,5.2148391e-7,5.2148391e-7,1.0673148090000001e-5,GC,971.6833333333333,-0.39,163.6665,i2,2.8973613e-8,2.8973613e-8,-0.181,94.00013,1.0156072e-8,1.0156072e-8,1.8817541e-8
75uM,psoralen,transfer,1,SWV,6,975.75,-0.313,75,i2,1.0707063e-5,1.0707063e-5,-0.001,5.1608976e-7,5.1608976e-7,1.019097324e-5,GC,975.5166666666667,-0.39,163.6665,i2,2.6389175e-8,2.6389175e-8,-0.179,93.333458,9.1959498e-9,9.1959498e-9,1.71932252e-8
75uM,psoralen,transfer,1,SWV,7,979.5666666666667,-0.315,75,i2,1.0421942e-5,1.0421942e-5,-0.001,5.184358e-7,5.184358e-7,9.903506199999999e-6,GC,979.35,-0.39,163.6665,i2,2.0893641e-8,2.0893641e-8,-0.183,94.666801,8.4978398e-9,8.4978398e-9,1.23958012e-8
75uM,psoralen,transfer,1,SWV,8,983.5666666666667,-0.263,75,i2,2.0850587e-6,2.0850587e-6,-0.001,4.8513925e-7,4.8513925e-7,1.5999194499999997e-6,GC,983.1666666666666,-0.41,170.33307,i2,1.8281785e-8,1.8281785e-8,-0.19,97.000153,7.8977038e-9,7.8977038e-9,1.0384081199999998e-8
75uM,psoralen,transfer,2,SWV,0,1114.8666666666666,-0.217,75,i2,6.3933348e-6,6.3933348e-6,-0.003,4.5941425e-7,4.5941425e-7,5.93392055e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,transfer,2,SWV,9,1140.45,-0.317,75,i2,5.0214035e-6,5.0214035e-6,-0.004,4.5564269e-7,4.5564269e-7,4.56576081e-6,GC,1140.1833333333334,-0.39,130.33368,i2,1.049006e-8,1.049006e-8,-0.213,71.33329,6.1627685e-9,6.1627685e-9,4.327291499999999e-9
75uM,psoralen,transfer,2,SWV,10,1143.45,-0.318,75,i2,4.9623363e-6,4.9623363e-6,-0.001,4.329886e-7,4.329886e-7,4.5293477e-6,GC,1142.9166666666667,-0.399,133.33363,i2,1.0087645e-8,1.0087645e-8,-0.217,72.666634,5.8086909e-9,5.8086909e-9,4.2789541e-9
75uM,psoralen,transfer,2,SWV,11,1146.1166666666666,-0.317,75,i2,4.7561871e-6,4.7561871e-6,-0.003,4.5846693e-7,4.5846693e-7,4.29772017e-6,GC,1145.8833333333334,-0.397,132.66698,i2,9.3787795e-9,9.3787795e-9,-0.218,72.999969,5.5914695e-9,5.5914695e-9,3.78731e-9
75uM,psoralen,transfer,2,SWV,12,1149.3,-0.314,75,i2,4.8405986e-6,4.8405986e-6,-0,4.2703914e-7,4.2703914e-7,4.4135594599999995e-6,GC,1148.5833333333333,-0.391,130.66701,i2,9.3726342e-9,9.3726342e-9,-0.218,72.999969,5.6064788e-9,5.6064788e-9,3.7661553999999995e-9
75uM,psoralen,transfer,2,SWV,13,1152.0166666666667,-0.313,75,i2,4.6490377e-6,4.6490377e-6,-0,4.4707483e-7,4.4707483e-7,4.20196287e-6,GC,1151.7666666666667,-0.39,130.33368,i2,8.7189607e-9,8.7189607e-9,-0.182,60.999912,5.6504432e-9,5.6504432e-9,3.0685174999999993e-9
75uM,psoralen,transfer,2,SWV,14,1154.7,-0.316,75,i2,4.3936716e-6,4.3936716e-6,-0.003,4.4289325e-7,4.4289325e-7,3.95077835e-6,GC,1154.4333333333334,-0.398,133.00031,i2,7.2940218e-9,7.2940218e-9,-0.217,72.666634,5.0459343e-9,5.0459343e-9,2.2480875000000003e-9
75uM,psoralen,transfer,2,SWV,15,1157.4166666666667,-0.317,75,i2,4.2741194e-6,4.2741194e-6,-0.004,4.3899735e-7,4.3899735e-7,3.83512205e-6,GC,1157.1166666666666,-0.399,133.33363,i2,7.2123574e-9,7.2123574e-9,-0.221,73.999977,5.0137881e-9,5.0137881e-9,2.1985693000000004e-9
75uM,psoralen,transfer,2,SWV,1,1118.0666666666666,-0.324,75,i2,7.5180628e-6,7.5180628e-6,-0,5.1507322e-7,5.1507322e-7,7.00298958e-6,GC,1117.7333333333333,-0.39,130.33368,i2,1.1399026e-7,1.1399026e-7,-0.183,61.333244,2.1149626e-8,2.1149626e-8,9.2840634e-8
75uM,psoralen,transfer,2,SWV,2,1120.8333333333333,-0.323,75,i2,7.5871321e-6,7.5871321e-6,-0.001,4.856941e-7,4.856941e-7,7.101438e-6,GC,1120.55,-0.399,133.33363,i2,5.148782e-8,5.148782e-8,-0.192,64.333237,1.2767458e-8,1.2767458e-8,3.8720362e-8
75uM,psoralen,transfer,2,SWV,3,1123.55,-0.319,75,i2,6.8835061e-6,6.8835061e-6,-0.001,4.7914898e-7,4.7914898e-7,6.4043571199999995e-6,GC,1123.3,-0.397,132.66698,i2,3.2088341e-8,3.2088341e-8,-0.195,65.333244,9.9512611e-9,9.9512611e-9,2.2137079900000002e-8
75uM,psoralen,transfer,2,SWV,4,1126.25,-0.32,75,i2,6.4494925e-6,6.4494925e-6,-0.002,4.7164684e-7,4.7164684e-7,5.97784566e-6,GC,1126.0166666666667,-0.39,130.33368,i2,2.5487434e-8,2.5487434e-8,-0.2,66.999924,9.0585024e-9,9.0585024e-9,1.64289316e-8
75uM,psoralen,transfer,2,SWV,5,1129.5666666666666,-0.319,75,i2,5.834298e-6,5.834298e-6,-0,4.6925038e-7,4.6925038e-7,5.36504762e-6,GC,1129.3333333333333,-0.399,133.33363,i2,1.9048558e-8,1.9048558e-8,-0.208,69.666611,8.4344931e-9,8.4344931e-9,1.0614064899999999e-8
75uM,psoralen,transfer,2,SWV,6,1132.2666666666667,-0.317,75,i2,5.5551172e-6,5.5551172e-6,-0.001,4.7244572e-7,4.7244572e-7,5.08267148e-6,GC,1132.05,-0.39,130.33368,i2,1.4793123e-8,1.4793123e-8,-0.207,69.333275,7.1002009e-9,7.1002009e-9,7.6929221e-9
75uM,psoralen,transfer,2,SWV,7,1135,-0.315,75,i2,5.2841833e-6,5.2841833e-6,-0.001,4.6392731e-7,4.6392731e-7,4.82025599e-6,GC,1134.75,-0.39,130.33368,i2,1.3128035e-8,1.3128035e-8,-0.208,69.666611,6.9206796e-9,6.9206796e-9,6.2073554e-9
75uM,psoralen,transfer,2,SWV,8,1137.7166666666667,-0.317,75,i2,5.0817653e-6,5.0817653e-6,-0,4.5628823e-7,4.5628823e-7,4.62547707e-6,GC,1137.4666666666667,-0.39,130.33368,i2,1.2443988e-8,1.2443988e-8,-0.211,70.666618,6.4338819e-9,6.4338819e-9,6.0101061e-9
75uM,psoralen,transfer,3,SWV,0,1176.7333333333333,-0.218,75,i2,5.5321975e-6,5.5321975e-6,-0.002,4.5217465e-7,4.5217465e-7,5.08002285e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,transfer,3,SWV,9,1201.1166666666666,-0.313,75,i2,4.5261791e-6,4.5261791e-6,-0,4.6426851e-7,4.6426851e-7,4.06191059e-6,GC,1200.9,-0.392,131.00034,i2,9.5882013e-9,9.5882013e-9,-0.213,71.33329,5.5499867e-9,5.5499867e-9,4.038214599999999e-9
75uM,psoralen,transfer,3,SWV,10,1203.7833333333333,-0.31,75,i2,4.4592484e-6,4.4592484e-6,-0.001,4.5712795e-7,4.5712795e-7,4.00212045e-6,GC,1203.55,-0.398,133.00031,i2,9.074812e-9,9.074812e-9,-0.216,72.333298,5.4873497e-9,5.4873497e-9,3.5874622999999994e-9
75uM,psoralen,transfer,3,SWV,11,1206.4333333333334,-0.316,75,i2,4.3418795e-6,4.3418795e-6,-0.003,4.5019539e-7,4.5019539e-7,3.89168411e-6,GC,1206.2166666666667,-0.399,133.33363,i2,8.1332434e-9,8.1332434e-9,-0.217,72.666634,5.1901181e-9,5.1901181e-9,2.9431253000000005e-9
75uM,psoralen,transfer,3,SWV,12,1209.15,-0.313,75,i2,4.1821759e-6,4.1821759e-6,-0,4.5859844e-7,4.5859844e-7,3.7235774599999998e-6,GC,1208.9,-0.399,133.33363,i2,7.0602546e-9,7.0602546e-9,-0.221,73.999977,4.9489057e-9,4.9489057e-9,2.1113489000000002e-9
75uM,psoralen,transfer,3,SWV,13,1211.9,-0.311,75,i2,4.1632989e-6,4.1632989e-6,-0.002,4.4956499e-7,4.4956499e-7,3.71373391e-6,GC,1211.5833333333333,-0.399,133.33363,i2,7.6002351e-9,7.6002351e-9,-0.221,73.999977,4.9673421e-9,4.9673421e-9,2.632893000000001e-9
75uM,psoralen,transfer,3,SWV,14,1214.5,-0.312,75,i2,3.990569e-6,3.990569e-6,-0,4.5223928e-7,4.5223928e-7,3.53832972e-6,GC,1214.3,-0.399,133.33363,i2,6.6095032e-9,6.6095032e-9,-0.223,74.666649,4.6792104e-9,4.6792104e-9,1.9302927999999996e-9
75uM,psoralen,transfer,3,SWV,15,1217.3,-0.31,75,i2,3.9407537e-6,3.9407537e-6,-0.001,4.5326067e-7,4.5326067e-7,3.4874930299999996e-6,GC,1216.95,-0.398,133.00031,i2,6.7361952e-9,6.7361952e-9,-0.225,75.333321,4.7002473e-9,4.7002473e-9,2.0359479e-9
75uM,psoralen,transfer,3,SWV,1,1179.6,-0.318,75,i2,6.3615553e-6,6.3615553e-6,-0,4.7283214e-7,4.7283214e-7,5.88872316e-6,GC,1179.35,-0.39,130.33368,i2,8.197776e-8,8.197776e-8,-0.185,61.999908,1.5784684e-8,1.5784684e-8,6.6193076e-8
75uM,psoralen,transfer,3,SWV,1,1179.6,-0.318,75,i2,6.3615553e-6,6.3615553e-6,-0,4.7283214e-7,4.7283214e-7,5.88872316e-6,GC,1179.35,-0.39,130.33368,i2,8.197776e-8,8.197776e-8,-0.186,62.333241,1.5784684e-8,1.5784684e-8,6.6193076e-8
75uM,psoralen,transfer,3,SWV,2,1182.3833333333334,-0.318,75,i2,6.2717572e-6,6.2717572e-6,-0,4.651323e-7,4.651323e-7,5.8066249000000006e-6,GC,1182.05,-0.39,130.33368,i2,3.9373532e-8,3.9373532e-8,-0.196,65.66658,9.9512611e-9,9.9512611e-9,2.9422270900000002e-8
75uM,psoralen,transfer,3,SWV,3,1185.05,-0.314,75,i2,5.8225692e-6,5.8225692e-6,-0,4.7753917e-7,4.7753917e-7,5.34503003e-6,GC,1184.8333333333333,-0.39,130.33368,i2,2.7150515e-8,2.7150515e-8,-0.199,66.666588,8.2569818e-9,8.2569818e-9,1.88935332e-8
75uM,psoralen,transfer,3,SWV,3,1185.05,-0.314,75,i2,5.8225692e-6,5.8225692e-6,-0,4.7753917e-7,4.7753917e-7,5.34503003e-6,GC,1184.8333333333333,-0.39,130.33368,i2,2.7150515e-8,2.7150515e-8,-0.2,66.999924,8.2569818e-9,8.2569818e-9,1.88935332e-8
75uM,psoralen,transfer,3,SWV,4,1187.75,-0.316,75,i2,5.5317623e-6,5.5317623e-6,-0,4.7374067e-7,4.7374067e-7,5.0580216300000004e-6,GC,1187.5166666666667,-0.399,133.33363,i2,1.9387272e-8,1.9387272e-8,-0.202,67.666595,7.5151441e-9,7.5151441e-9,1.1872127900000001e-8
75uM,psoralen,transfer,3,SWV,5,1190.4166666666667,-0.315,75,i2,5.2997907e-6,5.2997907e-6,-0.001,4.7395133e-7,4.7395133e-7,4.82583937e-6,GC,1190.1833333333334,-0.39,130.33368,i2,1.6799525e-8,1.6799525e-8,-0.206,68.999939,6.8003687e-9,6.8003687e-9,9.9991563e-9
75uM,psoralen,transfer,3,SWV,6,1193.0666666666666,-0.313,75,i2,5.012515e-6,5.012515e-6,-0,4.7596288e-7,4.7596288e-7,4.53655212e-6,GC,1192.85,-0.39,130.33368,i2,1.316999e-8,1.316999e-8,-0.21,70.333282,6.1729328e-9,6.1729328e-9,6.9970572e-9
75uM,psoralen,transfer,3,SWV,7,1195.75,-0.313,75,i2,4.7789249e-6,4.7789249e-6,-0.001,4.6189456e-7,4.6189456e-7,4.31703034e-6,GC,1195.5,-0.399,133.33363,i2,1.0911385e-8,1.0911385e-8,-0.213,71.33329,5.8214544e-9,5.8214544e-9,5.0899306e-9
75uM,psoralen,transfer,3,SWV,7,1195.75,-0.313,75,i2,4.7789249e-6,4.7789249e-6,-0.001,4.6189456e-7,4.6189456e-7,4.31703034e-6,GC,1195.5,-0.399,133.33363,i2,1.0911385e-8,1.0911385e-8,-0.215,71.999962,5.8214544e-9,5.8214544e-9,5.0899306e-9
75uM,psoralen,transfer,3,SWV,8,1198.4833333333333,-0.314,75,i2,4.586821e-6,4.586821e-6,-0.001,4.5222947e-7,4.5222947e-7,4.13459153e-6,GC,1198.25,-0.399,133.33363,i2,1.0371049e-8,1.0371049e-8,-0.216,72.333298,5.5209139e-9,5.5209139e-9,4.8501351e-9
